Year,Month,Day,DailyRainfall,DailyLongtermMean,SimDay,StasName,DateT,TempMaxC,TempMinC,DayMeanTemp,MosqDay,MosqYear,LongTermMeanTemp,LongTermMaxTemp,FinalTempCMax,FinalMeanTemp,hatchingA,Days_rainyA,Days_hatchingA,hatchingC
1983,1,29,5.20102,3.61825,29,GLEN COLLEGE - AGR,1/29/83,38.8,16.5,27.65,151,1982,23.53088235,31.40882353,38.8,27.65,FALSE,0,0,FALSE
1983,1,30,0,3.97336,30,GLEN COLLEGE - AGR,1/30/83,38,21.8,29.9,152,1982,23.88970588,31.73823529,38,29.9,FALSE,0,0,FALSE
1983,1,31,0,3.45988,31,GLEN COLLEGE - AGR,1/31/83,34.2,19,26.6,153,1982,23.47878788,31.72727273,34.2,26.6,FALSE,0,0,FALSE
1983,2,1,10.776,1.61811,32,GLEN COLLEGE - AGR,2/1/83,21.1,16.4,18.75,154,1982,23.11714286,31.37714286,21.1,18.75,FALSE,0,0,FALSE
1983,2,2,24.1811,3.26711,33,GLEN COLLEGE - AGR,2/2/83,23.3,16.6,19.95,155,1982,23.15441176,31.51764706,23.3,19.95,FALSE,0,0,FALSE
1983,2,3,0,3.04833,34,GLEN COLLEGE - AGR,2/3/83,31.5,7.2,19.35,156,1982,23.57941176,31.54857143,31.5,19.35,FALSE,0,0,FALSE
1983,2,4,0,3.83552,35,GLEN COLLEGE - AGR,2/4/83,33.5,11.4,22.45,157,1982,23.25735294,31.45294118,33.5,22.45,FALSE,0,0,FALSE
1983,2,5,0,3.75113,36,GLEN COLLEGE - AGR,2/5/83,32.2,11,21.6,158,1982,23.50147059,31.28,32.2,21.6,FALSE,0,0,FALSE
1983,2,6,0,3.64984,37,GLEN COLLEGE - AGR,2/6/83,33.1,15.5,24.3,159,1982,23.83571429,31.41428571,33.1,24.3,FALSE,0,0,FALSE
1983,2,7,0,5.47929,38,GLEN COLLEGE - AGR,2/7/83,34.4,16.6,25.5,160,1982,23.74558824,31.13823529,34.4,25.5,FALSE,0,0,FALSE
1983,2,8,0,3.50236,39,GLEN COLLEGE - AGR,2/8/83,34.8,16.4,25.6,161,1982,23.04,30.25142857,34.8,25.6,FALSE,0,0,FALSE
1983,2,9,0,2.67831,40,GLEN COLLEGE - AGR,2/9/83,35,16.6,25.8,162,1982,23.15714286,30.75142857,35,25.8,FALSE,0,0,FALSE
1983,2,10,3.45909,4.785,41,GLEN COLLEGE - AGR,2/10/83,34.1,17.5,25.8,163,1982,22.94571429,30.02857143,34.1,25.8,FALSE,0,0,FALSE
1983,2,11,0,4.1139,42,GLEN COLLEGE - AGR,2/11/83,28,15.8,21.9,164,1982,22.67142857,29.71142857,28,21.9,FALSE,0,0,FALSE
1983,2,12,0,6.39104,43,GLEN COLLEGE - AGR,2/12/83,25.6,9.4,17.5,165,1982,22.72571429,29.64571429,25.6,17.5,FALSE,0,0,FALSE
1983,2,13,0,4.18631,44,GLEN COLLEGE - AGR,2/13/83,27.8,7.3,17.55,166,1982,22.66285714,29.92,27.8,17.55,FALSE,0,0,FALSE
1983,2,14,0,4.08761,45,GLEN COLLEGE - AGR,2/14/83,27.5,13,20.25,167,1982,22.27714286,29.85428571,27.5,20.25,FALSE,0,0,FALSE
1983,2,15,0,2.5463,46,GLEN COLLEGE - AGR,2/15/83,28.3,14,21.15,168,1982,22.65571429,30.43428571,28.3,21.15,FALSE,0,0,FALSE
1983,2,16,0,5.5792,47,GLEN COLLEGE - AGR,2/16/83,31.8,16,23.9,169,1982,22.27285714,30.13428571,31.8,23.9,FALSE,0,0,FALSE
1983,2,17,0,7.55904,48,GLEN COLLEGE - AGR,2/17/83,34.5,16.4,25.45,170,1982,22.75,30.02571429,34.5,25.45,FALSE,0,0,FALSE
1983,2,18,0,4.18097,49,GLEN COLLEGE - AGR,2/18/83,35,14,24.5,171,1982,22.24571429,29.18,35,24.5,FALSE,0,0,FALSE
1983,2,19,0,4.42996,50,GLEN COLLEGE - AGR,2/19/83,35.4,16.2,25.8,172,1982,22.34285714,29.14285714,35.4,25.8,FALSE,0,0,FALSE
1983,2,20,0,4.24695,51,GLEN COLLEGE - AGR,2/20/83,33.2,15.8,24.5,173,1982,22.34285714,29.65428571,33.2,24.5,FALSE,0,0,FALSE
1983,2,21,0,6.68058,52,GLEN COLLEGE - AGR,2/21/83,35,14.6,24.8,174,1982,22.24428571,29.56857143,35,24.8,FALSE,0,0,FALSE
1983,2,22,0,4.63937,53,GLEN COLLEGE - AGR,2/22/83,33.5,13.2,23.35,175,1982,21.96142857,29.47428571,33.5,23.35,FALSE,0,0,FALSE
1983,2,23,0,3.22457,54,GLEN COLLEGE - AGR,2/23/83,32.5,10.5,21.5,176,1982,22.09571429,29.72,32.5,21.5,FALSE,0,0,FALSE
1983,2,24,0,4.7862,55,GLEN COLLEGE - AGR,2/24/83,35,10.6,22.8,177,1982,21.98285714,29.74285714,35,22.8,FALSE,0,0,FALSE
1983,2,25,0,3.55722,56,GLEN COLLEGE - AGR,2/25/83,36.8,9,22.9,178,1982,21.94428571,29.58857143,36.8,22.9,FALSE,0,0,FALSE
1983,2,26,0,5.05356,57,GLEN COLLEGE - AGR,2/26/83,37.5,14.2,25.85,179,1982,22.36285714,29.98285714,37.5,25.85,FALSE,0,0,FALSE
1983,2,27,0,2.95077,58,GLEN COLLEGE - AGR,2/27/83,32.5,17.6,25.05,180,1982,22.46857143,30.37428571,32.5,25.05,FALSE,0,0,FALSE
1983,2,28,5.41136,3.82223,59,GLEN COLLEGE - AGR,2/28/83,23.2,16.3,19.75,181,1982,22.31363636,29.9969697,23.2,19.75,FALSE,0,0,FALSE
1983,3,1,2.03521,3.70878,60,GLEN COLLEGE - AGR,3/1/83,28.5,13,20.75,182,1982,22.42941176,30.23142857,28.5,20.75,FALSE,0,0,FALSE
1983,3,2,1.87909,3.40761,61,GLEN COLLEGE - AGR,3/2/83,29.8,15.5,22.65,183,1982,21.88285714,29.53714286,29.8,22.65,FALSE,0,0,FALSE
1983,3,3,7.62403,5.48657,62,GLEN COLLEGE - AGR,3/3/83,23.5,14.6,19.05,184,1982,21.64857143,29.05142857,23.5,19.05,FALSE,0,0,FALSE
1983,3,4,11.3392,4.66409,63,GLEN COLLEGE - AGR,3/4/83,29,12.6,20.8,185,1982,21.28857143,28.89428571,29,20.8,FALSE,0,0,FALSE
1983,3,5,0,2.98089,64,GLEN COLLEGE - AGR,3/5/83,31,10.5,20.75,186,1982,21.49714286,28.74857143,31,20.75,FALSE,0,0,FALSE
1983,3,6,0,3.26979,65,GLEN COLLEGE - AGR,3/6/83,31.5,7.4,19.45,187,1982,21.32857143,29.38857143,31.5,19.45,FALSE,0,0,FALSE
1983,3,7,2.32703,2.23783,66,GLEN COLLEGE - AGR,3/7/83,31,9.5,20.25,188,1982,21.60857143,29.54285714,31,20.25,FALSE,0,0,FALSE
1983,3,8,5.60907,2.10064,67,GLEN COLLEGE - AGR,3/8/83,23.5,13,18.25,189,1982,21.65142857,29.37142857,23.5,18.25,FALSE,0,0,FALSE
1983,3,9,0,1.89578,68,GLEN COLLEGE - AGR,3/9/83,25.8,4.5,15.15,190,1982,21.31857143,29.66571429,25.8,15.15,FALSE,0,0,FALSE
1983,3,10,4.60476,2.78745,69,GLEN COLLEGE - AGR,3/10/83,26,9.5,17.75,191,1982,21.41142857,29.35428571,26,17.75,FALSE,0,0,FALSE
1983,3,11,0,5.31081,70,GLEN COLLEGE - AGR,3/11/83,28.6,12,20.3,192,1982,21.62285714,29.56285714,28.6,20.3,FALSE,0,0,FALSE
1983,3,12,4.47079,5.81962,71,GLEN COLLEGE - AGR,3/12/83,30.8,13,21.9,193,1982,21.33142857,29.52857143,30.8,21.9,FALSE,0,0,FALSE
1983,3,13,4.77434,4.12369,72,GLEN COLLEGE - AGR,3/13/83,32.8,14.8,23.8,194,1982,20.87,28.68857143,32.8,23.8,FALSE,0,0,FALSE
1983,3,14,3.24,5.5628,73,GLEN COLLEGE - AGR,3/14/83,31.5,15,23.25,195,1982,20.89,28.51714286,31.5,23.25,FALSE,0,0,FALSE
1983,3,15,0,3.66439,74,GLEN COLLEGE - AGR,3/15/83,32.2,16.5,24.35,196,1982,20.65142857,27.80571429,32.2,24.35,FALSE,0,0,FALSE
1983,3,16,0,3.5299,75,GLEN COLLEGE - AGR,3/16/83,32.2,12,22.1,197,1982,20.09,27.68,32.2,22.1,FALSE,0,0,FALSE
1983,3,17,0,3.60546,76,GLEN COLLEGE - AGR,3/17/83,32.3,15,23.65,198,1982,20.12571429,28.13714286,32.3,23.65,FALSE,0,0,FALSE
1983,3,18,1.70357,2.91353,77,GLEN COLLEGE - AGR,3/18/83,27.1,15,21.05,199,1982,20.33,28.15428571,27.1,21.05,FALSE,0,0,FALSE
1983,3,19,0.886923,3.10594,78,GLEN COLLEGE - AGR,3/19/83,25.5,9.3,17.4,200,1982,20.20571429,28.19428571,25.5,17.4,FALSE,0,0,FALSE
1983,3,20,3.7548,3.39676,79,GLEN COLLEGE - AGR,3/20/83,28.6,7.2,17.9,201,1982,19.74,28.20285714,28.6,17.9,FALSE,0,0,FALSE
1983,3,21,6.97692,7.5619,80,GLEN COLLEGE - AGR,3/21/83,27.5,13.4,20.45,202,1982,20.04,28.15714286,27.5,20.45,FALSE,0,0,FALSE
1983,3,22,0,3.08866,81,GLEN COLLEGE - AGR,3/22/83,27.4,13.5,20.45,203,1982,20.03,27.72285714,27.4,20.45,FALSE,0,0,FALSE
1983,3,23,0,2.57495,82,GLEN COLLEGE - AGR,3/23/83,29.4,7.6,18.5,204,1982,19.71142857,27.64285714,29.4,18.5,FALSE,0,0,FALSE
1983,3,24,5.326,3.61016,83,GLEN COLLEGE - AGR,3/24/83,31,8.6,19.8,205,1982,19.37714286,27.00571429,31,19.8,FALSE,0,0,FALSE
1983,3,25,2.05842,2.29758,84,GLEN COLLEGE - AGR,3/25/83,31.2,12.4,21.8,206,1982,19.31857143,26.58857143,31.2,21.8,FALSE,0,0,FALSE
1983,3,26,0,5.77486,85,GLEN COLLEGE - AGR,3/26/83,31.8,12,21.9,207,1982,19.52285714,27.28,31.8,21.9,FALSE,0,0,FALSE
1983,3,27,0,3.37954,86,GLEN COLLEGE - AGR,3/27/83,33,17.5,25.25,208,1982,19.05571429,26.98,33,25.25,FALSE,0,0,FALSE
1983,3,28,0,1.97963,87,GLEN COLLEGE - AGR,3/28/83,33.6,15.5,24.55,209,1982,18.87857143,26.74571429,33.6,24.55,FALSE,0,0,FALSE
1983,3,29,13,4.39644,88,GLEN COLLEGE - AGR,3/29/83,26.6,16,21.3,210,1982,19.29714286,27.33428571,26.6,21.3,FALSE,0,0,FALSE
1983,3,30,0,2.58729,89,GLEN COLLEGE - AGR,3/30/83,29,10.5,19.75,211,1982,19.54411765,27.30294118,29,19.75,FALSE,0,0,FALSE
1983,3,31,0,3.94482,90,GLEN COLLEGE - AGR,3/31/83,29,10.6,19.8,212,1982,18.70882353,26.92647059,29,19.8,FALSE,0,0,FALSE
1983,4,1,0,1.84831,91,GLEN COLLEGE - AGR,4/1/83,31.3,11.5,21.4,213,1982,18.971875,26.971875,31.3,21.4,FALSE,0,0,FALSE
1983,4,2,0,2.02615,92,GLEN COLLEGE - AGR,4/2/83,33,11.5,22.25,214,1982,18.5421875,27.190625,33,22.25,FALSE,0,0,FALSE
1983,4,3,0,4.40088,93,GLEN COLLEGE - AGR,4/3/83,33.2,14.8,24,215,1982,18.76818182,27.17575758,33.2,24,FALSE,0,0,FALSE
1983,4,4,0,2.70542,94,GLEN COLLEGE - AGR,4/4/83,33,10,21.5,216,1982,18.70294118,26.99117647,33,21.5,FALSE,0,0,FALSE
1983,4,5,0,2.79454,95,GLEN COLLEGE - AGR,4/5/83,29.6,14.4,22,217,1982,18.53970588,26.62647059,29.6,22,FALSE,0,0,FALSE
1983,4,6,0.360909,2.32241,96,GLEN COLLEGE - AGR,4/6/83,26.2,13.2,19.7,218,1982,17.83235294,25.57941176,26.2,19.7,FALSE,0,0,FALSE
1983,4,7,0,2.29573,97,GLEN COLLEGE - AGR,4/7/83,26.8,11.2,19,219,1982,16.93529412,24.80588235,26.8,19,FALSE,0,0,FALSE
1983,4,8,0,2.12987,98,GLEN COLLEGE - AGR,4/8/83,27.2,11.5,19.35,220,1982,17.46911765,25.7,27.2,19.35,FALSE,0,0,FALSE
1983,4,9,2.95763,2.82897,99,GLEN COLLEGE - AGR,4/9/83,25,11,18,221,1982,17.05,25.14117647,25,18,FALSE,0,0,FALSE
1983,4,10,0.982222,1.75483,100,GLEN COLLEGE - AGR,4/10/83,25,12.5,18.75,222,1982,16.92352941,25.08823529,25,18.75,FALSE,0,0,FALSE
1983,4,11,0,1.42666,101,GLEN COLLEGE - AGR,4/11/83,26.2,11.4,18.8,223,1982,17.06470588,25.26764706,26.2,18.8,FALSE,0,0,FALSE
1983,4,12,0,1.30938,102,GLEN COLLEGE - AGR,4/12/83,26.6,8.5,17.55,224,1982,16.80147059,25.15882353,26.6,17.55,FALSE,0,0,FALSE
1983,4,13,0,2.23978,103,GLEN COLLEGE - AGR,4/13/83,29,9.4,19.2,225,1982,17.18382353,25.3,29,19.2,FALSE,0,0,FALSE
1983,4,14,0,1.87995,104,GLEN COLLEGE - AGR,4/14/83,28.3,10,19.15,226,1982,16.75588235,25.13529412,28.3,19.15,FALSE,0,0,FALSE
1983,4,15,0,2.33392,105,GLEN COLLEGE - AGR,4/15/83,29.4,9,19.2,227,1982,16.67941176,25.37647059,29.4,19.2,FALSE,0,0,FALSE
1983,4,16,2.75881,1.54382,106,GLEN COLLEGE - AGR,4/16/83,30.4,15,22.7,228,1982,16.75,25.08823529,30.4,22.7,FALSE,0,0,FALSE
1983,4,17,0,1.7993,107,GLEN COLLEGE - AGR,4/17/83,22.2,15,18.6,229,1982,16.34411765,24.51470588,22.2,18.6,FALSE,0,0,FALSE
1983,4,18,0.578163,3.03085,108,GLEN COLLEGE - AGR,4/18/83,19.6,2,10.8,230,1982,16.08382353,24.46176471,19.6,10.8,FALSE,0,0,FALSE
1983,4,19,0,2.43307,109,GLEN COLLEGE - AGR,4/19/83,25,4.5,14.75,231,1982,15.87205882,24.67647059,25,14.75,FALSE,0,0,FALSE
1983,4,20,0,2.44062,110,GLEN COLLEGE - AGR,4/20/83,27,6,16.5,232,1982,15.69411765,24.41176471,27,16.5,FALSE,0,0,FALSE
1983,4,21,0,1.75257,111,GLEN COLLEGE - AGR,4/21/83,28,7,17.5,233,1982,15.35882353,24.05294118,28,17.5,FALSE,0,0,FALSE
1983,4,22,3.22789,2.1455,112,GLEN COLLEGE - AGR,4/22/83,28.4,7.4,17.9,234,1982,15.64117647,24.22352941,28.4,17.9,FALSE,0,0,FALSE
1983,4,23,3.6634,2.34178,113,GLEN COLLEGE - AGR,4/23/83,23.5,13,18.25,235,1982,15.19558824,23.17352941,23.5,18.25,FALSE,0,0,FALSE
1983,4,24,0,1.31072,114,GLEN COLLEGE - AGR,4/24/83,24.6,7,15.8,236,1982,14.79705882,23.62647059,24.6,15.8,FALSE,0,0,FALSE
1983,4,25,0,1.53177,115,GLEN COLLEGE - AGR,4/25/83,25,10.2,17.6,237,1982,15.55441176,24.40882353,25,17.6,FALSE,0,0,FALSE
1983,4,26,0,1.16169,116,GLEN COLLEGE - AGR,4/26/83,25.4,8.6,17,238,1982,15.40882353,24.03529412,25.4,17,FALSE,0,0,FALSE
1983,4,27,0,0.892376,117,GLEN COLLEGE - AGR,4/27/83,26.8,7.3,17.05,239,1982,14.48382353,22.95,26.8,17.05,FALSE,0,0,FALSE
1983,4,28,0,0.499996,118,GLEN COLLEGE - AGR,4/28/83,27.5,7.4,17.45,240,1982,14.41617647,23.75882353,27.5,17.45,FALSE,0,0,FALSE
1983,4,29,0,1.71968,119,GLEN COLLEGE - AGR,4/29/83,25.6,2.5,14.05,241,1982,14.39117647,23.43235294,25.6,14.05,FALSE,0,0,FALSE
1983,4,30,0,1.73517,120,GLEN COLLEGE - AGR,4/30/83,29.6,4.6,17.1,242,1982,14.340625,23.41875,29.6,17.1,FALSE,0,0,FALSE
1983,5,1,0,1.33616,121,GLEN COLLEGE - AGR,5/1/83,29.6,8.5,19.05,243,1982,14.54393939,23.86969697,29.6,19.05,FALSE,0,0,FALSE
1983,5,2,0,1.78025,122,GLEN COLLEGE - AGR,5/2/83,28.4,13.2,20.8,244,1982,14.78787879,23.83939394,28.4,20.8,FALSE,0,0,FALSE
1983,5,3,0,1.59634,123,GLEN COLLEGE - AGR,5/3/83,22.4,6.6,14.5,245,1982,14.33787879,23.11515152,22.4,14.5,FALSE,0,0,FALSE
1983,5,4,0,1.36248,124,GLEN COLLEGE - AGR,5/4/83,24.4,2,13.2,246,1982,13.93636364,22.66060606,24.4,13.2,FALSE,0,0,FALSE
1983,5,5,0,2.21038,125,GLEN COLLEGE - AGR,5/5/83,25,5.5,15.25,247,1982,13.48636364,22.78529412,25,15.25,FALSE,0,0,FALSE
1983,5,6,0,0.899287,126,GLEN COLLEGE - AGR,5/6/83,27.2,3.2,15.2,248,1982,12.99411765,22.22941176,27.2,15.2,FALSE,0,0,FALSE
1983,5,7,0,0.915264,127,GLEN COLLEGE - AGR,5/7/83,26.5,3.4,14.95,249,1982,13.1,22.44411765,26.5,14.95,FALSE,0,0,FALSE
1983,5,8,0,1.11468,128,GLEN COLLEGE - AGR,5/8/83,25.2,4.2,14.7,250,1982,13.30882353,22.76764706,25.2,14.7,FALSE,0,0,FALSE
1983,5,9,0,1.16626,129,GLEN COLLEGE - AGR,5/9/83,25.6,3.2,14.4,251,1982,13.95,23.08823529,25.6,14.4,FALSE,0,0,FALSE
1983,5,10,0,0.791775,130,GLEN COLLEGE - AGR,5/10/83,25.5,6.5,16,252,1982,13.36911765,22.5,25.5,16,FALSE,0,0,FALSE
1983,5,11,0,0.590319,131,GLEN COLLEGE - AGR,5/11/83,17.3,1.8,9.55,253,1982,13.17121212,22.3,17.3,9.55,FALSE,0,0,FALSE
1983,5,12,0,1.78644,132,GLEN COLLEGE - AGR,5/12/83,22,-0.4,10.8,254,1982,12.65735294,22.11176471,22,10.8,FALSE,0,0,FALSE
1983,5,13,3.27195,0.811184,133,GLEN COLLEGE - AGR,5/13/83,20.2,6.6,13.4,255,1982,12.31617647,22.13235294,20.2,13.4,FALSE,0,0,FALSE
1983,5,14,3.42617,1.77221,134,GLEN COLLEGE - AGR,5/14/83,20.6,11.6,16.1,256,1982,12.84411765,22.41764706,20.6,16.1,FALSE,0,0,FALSE
1983,5,15,9.52293,0.962175,135,GLEN COLLEGE - AGR,5/15/83,9.4,3.6,6.5,257,1982,12.12941176,21.25294118,9.4,6.5,FALSE,0,0,FALSE
1983,5,16,0,0.573373,136,GLEN COLLEGE - AGR,5/16/83,12.8,-1.6,5.6,258,1982,12.58382353,22.22647059,12.8,5.6,FALSE,0,0,FALSE
1983,5,17,0,0.887325,137,GLEN COLLEGE - AGR,5/17/83,16.2,-0.2,8,259,1982,12.41323529,21.44411765,16.2,8,FALSE,0,0,FALSE
1983,5,18,0,0.470809,138,GLEN COLLEGE - AGR,5/18/83,22.5,2.5,12.5,260,1982,12.56764706,22.34117647,22.5,12.5,FALSE,0,0,FALSE
1983,5,19,0.953214,1.15965,139,GLEN COLLEGE - AGR,5/19/83,25,8.4,16.7,261,1982,12.87794118,22.30882353,25,16.7,FALSE,0,0,FALSE
1983,5,20,2.05493,1.42689,140,GLEN COLLEGE - AGR,5/20/83,18,13,15.5,262,1982,12.67058824,21.78235294,18,15.5,FALSE,0,0,FALSE
1983,5,21,0,0.948432,141,GLEN COLLEGE - AGR,5/21/83,16.4,-1,7.7,263,1982,12.09411765,20.96764706,16.4,7.7,FALSE,0,0,FALSE
1983,5,22,0,1.23416,142,GLEN COLLEGE - AGR,5/22/83,12.8,3,7.9,264,1982,11.41470588,20.57058824,12.8,7.9,FALSE,0,0,FALSE
1983,5,23,0,0.126997,143,GLEN COLLEGE - AGR,5/23/83,13.5,0.6,7.05,265,1982,11.49411765,20.95,13.5,7.05,FALSE,0,0,FALSE
1983,5,24,0,0.862151,144,GLEN COLLEGE - AGR,5/24/83,16.5,-2.6,6.95,266,1982,11.55735294,21.16176471,16.5,6.95,FALSE,0,0,FALSE
1983,5,25,0,0.965935,145,GLEN COLLEGE - AGR,5/25/83,19.8,-1.2,9.3,267,1982,11.27941176,20.85,19.8,9.3,FALSE,0,0,FALSE
1983,5,26,0,0.787957,146,GLEN COLLEGE - AGR,5/26/83,15.5,1,8.25,268,1982,11.00606061,20.04242424,15.5,8.25,FALSE,0,0,FALSE
1983,5,27,0,2.63381,147,GLEN COLLEGE - AGR,5/27/83,17,4.8,10.9,269,1982,10.80606061,20.02424242,17,10.9,FALSE,0,0,FALSE
1983,5,28,0,0.551527,148,GLEN COLLEGE - AGR,5/28/83,19.5,0.2,9.85,270,1982,10.11515152,19.13030303,19.5,9.85,FALSE,0,0,FALSE
1983,5,29,0,0.487533,149,GLEN COLLEGE - AGR,5/29/83,19.8,3.5,11.65,271,1982,10.12058824,19.79117647,19.8,11.65,FALSE,0,0,FALSE
1983,5,30,0,0.325592,150,GLEN COLLEGE - AGR,5/30/83,18.1,2,10.05,272,1982,10.19558824,19.95,18.1,10.05,FALSE,0,0,FALSE
1983,5,31,0,0.653571,151,GLEN COLLEGE - AGR,5/31/83,18.5,-2.6,7.95,273,1982,10.50441176,20.37941176,18.5,7.95,FALSE,0,0,FALSE
1983,6,1,0,0.389679,152,GLEN COLLEGE - AGR,6/1/83,20.5,-2,9.25,274,1982,10.58030303,20.4030303,20.5,9.25,FALSE,0,0,FALSE
1983,6,2,0,1.08327,153,GLEN COLLEGE - AGR,6/2/83,21.6,-1.8,9.9,275,1982,9.921212121,19.89393939,21.6,9.9,FALSE,0,0,FALSE
1983,6,3,8.336,1.02245,154,GLEN COLLEGE - AGR,6/3/83,21,-1,10,276,1982,9.93125,19.421875,21,10,FALSE,0,0,FALSE
1983,6,4,0,0.367249,155,GLEN COLLEGE - AGR,6/4/83,20.8,-1.5,9.65,277,1982,9.956060606,19.35151515,20.8,9.65,FALSE,0,0,FALSE
1983,6,5,0,1.0219,156,GLEN COLLEGE - AGR,6/5/83,21.2,0,10.6,278,1982,9.034375,18.246875,21.2,10.6,FALSE,0,0,FALSE
1983,6,6,0,0.502761,157,GLEN COLLEGE - AGR,6/6/83,21.1,-0.5,10.3,279,1982,8.6234375,18.571875,21.1,10.3,FALSE,0,0,FALSE
1983,6,7,0,1.42797,158,GLEN COLLEGE - AGR,6/7/83,20.7,-0.2,10.25,280,1982,9.346969697,18.68484848,20.7,10.25,FALSE,0,0,FALSE
